answer,dist1,dist2,conj_term1,conj_term2
force,science,event,magnetism,attraction
force,science,act,magnetism,pull
force,quality,act,lifeblood,propulsion
force,substance,science,lifeblood,electromagnetism
force,substance,act,lifeblood,push
force,substance,event,lifeblood,attraction
software,object,rate,spider,upgrade
software,animal,person,spider,browser
member,expert,leader,cabalist,commissioner
member,state,administrator,pledge,director
restraint,act,control,inhibition,taboo
restraint,activity,control,immobilization,taboo
restraint,activity,trait,immobilization,continence
restraint,control,activity,taboo,confinement
restraint,control,event,taboo,custody
restraint,trait,act,taboo,circumscription
restraint,control,event,taboo,lockdown
restraint,control,growth,taboo,suppression
restraint,trait,activity,continence,confinement
restraint,trait,event,continence,custody
restraint,trait,event,continence,circumscription
container,woman,car,baggage,jeep
container,person,truck,baggage,lorry
container,person,carriage,baggage,clarence
container,woman,carriage,baggage,barouche
container,woman,covering,baggage,clamshell
container,person,carriage,baggage,buggy
container,adult,collection,baggage,portfolio
container,person,car,baggage,limousine
container,person,platform,baggage,turntable
container,person,car,baggage,hardtop
container,woman,box,baggage,sarcophagus
word,verb,event,copula,blend
word,verb,name,copula,term
word,event,person,neologism,modifier
word,activity,object,neologism,positive
word,activity,collection,neologism,adverb
word,event,group,neologism,noun
word,act,name,neologism,term
word,act,class,neologism,verb
word,verb,person,frequentative,modifier
word,verb,class,frequentative,adjective
word,verb,collection,frequentative,noun
boat,craft,travel,gondola,row
boat,vehicle,travel,gondola,jibe
boat,vessel,travel,gondola,tack
boat,vehicle,action,gondola,scud
boat,craft,device,gondola,paddle
boat,line,object,row,sampan
boat,line,vehicle,row,kayak
boat,travel,craft,row,dugout canoe
boat,line,craft,row,wherry
boat,line,act,row,luff
boat,line,action,row,scud
message,information,charge,news,imputation
message,information,statement,news,conspectus
message,information,statement,news,pronouncement
message,information,statement,news,oversimplification
message,information,statement,news,quibble
message,information,statement,news,postulation
message,information,activity,news,drollery
message,information,statement,news,manifesto
message,information,artifact,news,riddle
message,information,statement,news,obituary
message,information,act,news,lecture
examination,communication,work,oral,testing
examination,communication,activity,oral,analogy
examination,communication,work,oral,endoscopy
examination,communication,activity,oral,survey
examination,communication,work,oral,checkup
examination,communication,work,oral,gonioscopy
examination,activity,communication,testing,tripos
examination,activity,communication,proctoscopy,tripos
examination,activity,communication,sigmoidoscopy,quiz
examination,activity,communication,palpation,quiz
examination,activity,communication,autopsy,tripos
course,act,group,propaedeutic,stream
course,travel,point,stream,workshop
trade,event,transfer,couture,export
trade,act,traveler,couture,import
trade,object,people,cabinetwork,market
trade,activity,object,carpentry,export
trade,event,transfer,carpentry,import
trade,activity,artifact,piloting,export
trade,activity,artifact,piloting,import
trade,group,artifact,market,export
trade,shop,traveler,market,import
trade,event,artifact,basketry,export
trade,activity,collection,basketry,traffic
cut,shape,object,sculpt,miter
cut,shape,object,sculpt,crisscross
cut,shape,object,sculpt,fell
cut,shape,score,sculpt,scribe
cut,shape,dish,sculpt,julienne
cut,shape,structure,sculpt,nick
cut,shape,sound,sculpt,chatter
cut,shape,structure,sculpt,honeycomb
cut,shape,artifact,sculpt,girdle
cut,shape,score,sculpt,scarify
cut,shape,substance,sculpt,log
spread,action,noise,sprinkle,spatter
spread,event,substance,sprinkle,percolate
spread,action,weather,sprinkle,drizzle
spread,event,season,sprinkle,salt
spread,event,symbol,sprinkle,mantle
spread,act,chemical,sprinkle,spray
spread,action,property,sprinkle,sprawl
spread,event,change,sprinkle,squirt
spread,event,substance,sprinkle,litter
spread,action,communication,sprinkle,crock
spread,event,position,sprinkle,deploy
people,person,event,samurai,migration
people,person,event,samurai,baronetage
people,person,quality,samurai,nobility
people,person,state,samurai,caste
people,person,event,samurai,labor
people,person,activity,samurai,market
people,person,artifact,samurai,blind
people,organization,act,yeomanry,migration
people,organization,state,yeomanry,womanhood
people,organization,activity,yeomanry,baronetage
people,organization,quality,yeomanry,nobility
goal,object,position,bourn,aim
goal,object,state,bourn,will
goal,position,state,aim,will
hair,container,material,imperial,fur
hair,device,change,lock,roach
hair,change,artifact,marcel,thatch
meeting,structure,facility,conventicle,forum
meeting,building,act,conventicle,seminar
meeting,artifact,act,plenum,colloquium
meeting,artifact,activity,plenum,seminar
glass,object,solid,bumper,tektite
glass,container,substance,bumper,paste
glass,craft,solid,schooner,tektite
glass,vehicle,athlete,schooner,tumbler
glass,vessel,solid,schooner,paste
glass,artifact,solid,rummer,tektite
glass,container,solid,rummer,paste
glass,artifact,solid,seidel,tektite
glass,container,solid,seidel,paste
glass,object,solid,goblet,tektite
glass,artifact,substance,goblet,paste
candy,object,sugar,horehound,caramel
candy,plant,act,horehound,fudge
tissue,bone,membrane,manubrium,ependyma
tissue,bone,membrane,manubrium,sclera
tissue,bone,membrane,manubrium,lamella
tissue,bone,membrane,manubrium,conjunctiva
tissue,bone,membrane,manubrium,endometrium
tissue,bone,nerve,manubrium,trochlear
tissue,bone,membrane,manubrium,eardrum
tissue,bone,event,manubrium,granulation
tissue,bone,muscle,manubrium,myocardium
tissue,bone,membrane,manubrium,intima
tissue,bone,membrane,manubrium,iris
fruit,organism,seed,litchi,barleycorn
fruit,organism,seed,litchi,broad bean
fruit,plant,vegetable,litchi,pea
fruit,tree,food,litchi,coconut
fruit,organism,material,litchi,pyrene
fruit,tree,seed,litchi,brazil nut
fruit,tree,seed,litchi,nutlet
fruit,organism,seed,litchi,mast
fruit,organism,seed,litchi,buckeye
fruit,plant,seed,litchi,kernel
fruit,tree,grape,litchi,emperor
care,activity,object,effleurage,garden
care,treatment,support,effleurage,attend
care,activity,administrator,effleurage,minister
care,work,support,effleurage,tend
care,work,person,effleurage,mother
care,act,person,effleurage,shepherd
care,event,art,effleurage,landscape
care,act,group,thermotherapy,garden
care,activity,support,thermotherapy,attend
care,act,person,thermotherapy,minister
care,treatment,support,thermotherapy,tend
man,adult,group,macaroni,crew
man,solid,leader,macaroni,bey
man,food,object,macaroni,bull
man,adult,group,signor,crew
man,person,organization,coxcomb,crew
man,change,organization,guy,crew
man,change,act,guy,bull
man,adult,organization,babu,crew
man,adult,group,widower,crew
man,adult,organization,ponce,crew
man,group,person,crew,dandy
agent,person,illness,exhibitor,herpes
agent,person,artifact,exhibitor,motor
agent,person,state,exhibitor,virus
agent,condition,person,herpes,showman
agent,state,communication,herpes,proxy
agent,condition,person,herpes,infiltrator
agent,illness,person,herpes,bailee
agent,disease,person,herpes,booker
agent,disease,person,herpes,pornographer
agent,state,person,herpes,vicegerent
agent,disease,person,herpes,handler
coin,person,coat,stater,nickel
statement,quality,act,fraudulence,prognosis
statement,quality,event,fraudulence,handout
statement,quality,act,fraudulence,answer
statement,quality,improvement,fraudulence,amendment
statement,quality,charge,fraudulence,accusation
statement,quality,industry,fraudulence,roundup
statement,quality,object,fraudulence,horoscope
statement,quality,event,fraudulence,specification
statement,quality,act,fraudulence,bargain
statement,quality,event,fraudulence,preferment
statement,quality,mixture,fraudulence,solution
road,barrier,information,turnpike,turnoff
road,facility,act,speedway,avenue
road,coat,information,causeway,turnoff
road,activity,information,avenue,turnoff
road,event,vessel,avenue,artery
expert,artifact,worker,deadeye,lapidary
expert,device,clothing,deadeye,mufti
expert,artifact,leader,deadeye,foreman
expert,object,member,deadeye,cabalist
expert,object,specialist,deadeye,attache
expert,object,specialist,deadeye,optometrist
expert,artifact,specialist,deadeye,weatherman
expert,device,specialist,deadeye,criminologist
expert,device,specialist,deadeye,graphic designer
expert,artifact,leader,deadeye,technocrat
expert,artifact,engineer,deadeye,surveyor
bone,device,tooth,rib,chopper
bone,structure,organism,tooth,gladiolus
bone,artifact,shape,tooth,trapezoid
bone,object,group,tooth,phalanx
bone,substance,tooth,dentine,canine
bone,material,shape,dentine,trapezoid
bone,material,gathering,dentine,phalanx
bone,substance,tooth,dentine,tusk
bone,animal,gathering,canine,phalanx
bone,plant,tooth,gladiolus,premolar
bone,plant,tooth,gladiolus,incisor
rock,material,object,bluestone,tor
rock,substance,object,bluestone,gallstone
rock,material,object,bluestone,boulder
rock,substance,object,bluestone,calculus
rock,substance,object,bluestone,outcrop
rock,substance,object,bluestone,crystallite
rock,material,object,bluestone,kidney stone
rock,substance,object,bluestone,petrifaction
rock,substance,object,bluestone,chondrite
rock,substance,artifact,bluestone,sill
rock,material,object,bluestone,outthrust
fabric,travel,clothing,sail,camlet
fabric,travel,cord,sail,chenille
fabric,travel,animal,sail,bunting
fabric,travel,clothing,sail,sackcloth
fabric,travel,communication,sail,screening
fabric,travel,change,sail,buckram
fabric,travel,substance,sail,silk
fabric,quality,garment,tapestry,camlet
fabric,quality,system,tapestry,reseau
fabric,quality,garment,tapestry,sackcloth
fabric,quality,cord,tapestry,worsted
vehicle,boat,airplane,gondola,floatplane
vehicle,boat,act,gondola,icebreaker
vehicle,boat,travel,gondola,rocket
vehicle,boat,rocket,gondola,intercontinental ballistic missile
vehicle,boat,airplane,gondola,jetliner
vehicle,boat,animal,gondola,sidewinder
vehicle,vessel,act,gondola,steamroller
vehicle,craft,rocket,gondola,antiballistic missile
vehicle,vessel,aircraft,gondola,balloon
vehicle,vessel,organism,carrack,sidewinder
vehicle,vessel,airplane,carrack,fighter
muscle,organ,tissue,masseter,myocardium
muscle,organ,tissue,masseter,pacemaker
muscle,organ,tissue,latissimus dorsi,myocardium
muscle,organ,tissue,latissimus dorsi,pacemaker
muscle,organ,tissue,sartorius,myocardium
muscle,organ,tissue,sartorius,pacemaker
muscle,organism,tissue,calf,myocardium
muscle,object,tissue,calf,pacemaker
muscle,organism,artifact,calf,pectoral
muscle,animal,tissue,calf,depressor
muscle,tissue,organ,myocardium,sternocleidomastoid
oil,organism,material,lemongrass,turpentine
support,work,group,care,garden
support,act,transfer,care,second
support,work,transfer,care,expedite
support,work,change,care,help
support,activity,person,care,valet
support,act,person,care,mother
support,activity,change,care,undergird
support,activity,clergyman,care,shepherd
support,activity,quality,care,avail
support,act,artifact,care,bootstrap
support,activity,object,care,landscape
craft,vessel,airplane,gondola,seaplane
craft,vessel,airplane,gondola,fighter
craft,boat,structure,sampan,brig
craft,boat,person,sampan,corsair
craft,vessel,airplane,sampan,airliner
craft,travel,airplane,kayak,floatplane
craft,vehicle,decoration,kayak,filigree
craft,travel,airplane,kayak,amphibian
craft,boat,worker,kayak,whaler
craft,boat,airplane,dugout canoe,monoplane
craft,boat,decoration,wherry,filigree
path,group,platform,flagging,catwalk
path,travel,platform,promenade,catwalk
fly,state,act,poise,buzz
fly,situation,action,poise,flight
fly,state,organism,poise,bluebottle
fly,sound,group,buzz,flight
fly,act,insect,buzz,bluebottle
fly,action,organism,flight,bluebottle
bread,object,adult,hardtack,toast
situation,object,process,distaff,recognition
situation,artifact,act,distaff,excommunication
situation,artifact,condition,distaff,stymie
situation,artifact,act,distaff,debarment
situation,artifact,travel,distaff,poise
situation,object,message,distaff,welcome
situation,object,event,distaff,embrace
situation,artifact,district,distaff,preserve
situation,artifact,event,distaff,challenge
situation,object,event,hotbed,apostasy
situation,tract,information,hotbed,congestion
religion,belief,organization,shamanism,macumba
religion,belief,group,shamanism,cult
religion,belief,organization,shamanism,voodoo
religion,belief,organization,shamanism,sect
religion,belief,act,shamanism,church
religion,belief,organization,shamanism,brethren
religion,belief,organization,fundamentalism,macumba
religion,belief,organization,fundamentalism,cult
religion,belief,control,fundamentalism,voodoo
religion,belief,group,fundamentalism,sect
religion,belief,artifact,fundamentalism,church
increase,state,property,hypertrophy,crescendo
increase,state,writing,hypertrophy,kite
increase,condition,note,hypertrophy,blister
increase,condition,artifact,hypertrophy,string
increase,condition,artifact,hypertrophy,welt
increase,state,action,hypertrophy,triple
increase,condition,substance,hypertrophy,compound
increase,state,organism,hypertrophy,snowball
increase,condition,molecule,hypertrophy,wax
increase,state,object,hypertrophy,root
increase,state,quality,hypertrophy,leverage
work,communication,object,subcontract,putter
work,statement,student,subcontract,skipper
work,statement,activity,subcontract,stumping
work,statement,care,subcontract,effleurage
work,communication,event,subcontract,behalf
work,message,activity,subcontract,census
work,communication,object,subcontract,semimonthly
work,communication,care,subcontract,digitalization
work,statement,activity,subcontract,acupuncture
work,communication,examination,subcontract,testing
work,statement,energy,subcontract,moonlight
organization,business,quality,monorail,instrumentality
organization,business,song,monorail,minstrelsy
organization,business,act,monorail,company
organization,business,object,monorail,branch
organization,business,school,monorail,yeshiva
organization,business,artifact,monorail,bastion
organization,business,council,monorail,panchayat
organization,business,worker,monorail,commando
organization,business,belief,monorail,religion
organization,business,activity,monorail,legation
organization,business,school,monorail,academy
shop,object,event,drugstore,market
shop,trade,clothing,market,millinery
shop,people,structure,market,bodega
shop,activity,structure,market,pizzeria
shop,group,artifact,market,charcuterie
shop,trade,structure,market,confectionery
shop,trade,artifact,market,bazaar
shop,group,structure,market,outfitter
shop,event,artifact,market,clothing store
shop,act,structure,market,salon
shop,activity,object,market,perfumery
professional,doctor,expert,hakim,critic
professional,doctor,teacher,extern,governess
professional,leader,specialist,lector,orthopedist
professional,leader,doctor,lector,veterinarian
professional,clergyman,specialist,lector,endocrinologist
professional,clergyman,doctor,lector,hygienist
professional,leader,expert,lector,specialist
professional,clergyman,teacher,lector,missionary
professional,leader,teacher,lector,demonstrator
professional,clergyman,teacher,lector,coach
professional,specialist,student,obstetrician,crammer
water,change,material,perfuse,slush
water,change,material,perfuse,condensate
water,change,chemical,suffuse,rain
water,change,substance,suffuse,slush
water,change,chemical,suffuse,condensate
water,substance,change,rain,hose
water,garment,compound,hose,slush
water,object,chemical,hose,condensate
water,clothing,substance,hose,bilge
noise,sound,travel,chatter,hiss
noise,cut,artifact,chatter,rumble
noise,cut,travel,chatter,plop
noise,cut,person,chatter,grunt
noise,cut,artifact,chatter,splat
noise,cut,object,chatter,bark
noise,artifact,act,rattle,spatter
noise,artifact,covering,rattle,bark
noise,activity,condition,spatter,boom
noise,work,artifact,spatter,crackle
noise,work,person,spatter,grunt
infection,disease,change,aspergillosis,boil
atom,material,number,chloroplast,monad
atom,number,food,monad,grain
light,object,energy,torch,scintillation
light,object,energy,torch,fluorescence
light,artifact,energy,torch,radiance
light,device,energy,torch,sunbeam
light,object,energy,torch,autofluorescence
light,object,property,torch,incandescence
light,artifact,energy,torch,aureole
light,object,energy,torch,phosphorescence
light,object,energy,torch,chemiluminescence
light,object,energy,torch,bioluminescence
light,artifact,energy,torch,moonbeam
happening,noise,change,shrilling,faint
happening,noise,change,shrilling,saltation
happening,noise,communication,shrilling,sequel
happening,noise,appearance,shrilling,egress
happening,noise,change,shrilling,peripeteia
happening,noise,change,shrilling,twinkle
happening,noise,growth,shrilling,germination
happening,noise,organization,shrilling,chorus
happening,noise,rate,shrilling,deceleration
happening,noise,decrease,shrilling,shrinking
happening,noise,object,shrilling,jet
festival,communication,activity,octave,eisteddfod
festival,communication,event,octave,carnival
advocate,follower,scientist,aficionado,ritualist
advocate,follower,leader,aficionado,internationalist
advocate,follower,communication,aficionado,voucher
advocate,object,scientist,toaster,ritualist
advocate,object,scholar,toaster,humanist
advocate,object,communication,toaster,voucher
advocate,artifact,official,toaster,ambassador
advocate,artifact,change,toaster,addict
advocate,object,scholar,toaster,libertarian
advocate,scientist,scholar,ritualist,humanist
advocate,scientist,politician,ritualist,internationalist
adult,doctor,woman,hakim,dame
adult,doctor,woman,hakim,prostitute
adult,professional,woman,hakim,smasher
adult,doctor,woman,hakim,amazon
adult,doctor,woman,hakim,damsel
adult,professional,man,hakim,coxcomb
adult,doctor,change,hakim,guy
adult,professional,man,hakim,widower
adult,professional,container,hakim,baggage
adult,doctor,activity,hakim,soubrette
adult,professional,man,hakim,dandy
disorder,state,change,essential hypertension,randomize
disorder,condition,change,essential hypertension,disarrange
disorder,condition,change,high blood pressure,randomize
disorder,condition,change,high blood pressure,disarrange
disorder,state,change,cyclothymia,randomize
disorder,state,change,cyclothymia,disarrange
disorder,condition,change,myxedema,randomize
disorder,state,change,myxedema,disarrange
disorder,condition,change,abdominal aortic aneurysm,randomize
disorder,state,change,abdominal aortic aneurysm,disarrange
disorder,condition,change,anergy,randomize
award,cut,payment,miter,pension
award,artifact,act,miter,certificate
award,cut,event,miter,aliyah
award,cut,communication,miter,citation
award,cut,signal,miter,cachet
award,cut,symbol,miter,pennant
award,cut,symbol,miter,bachelor's degree
award,cut,communication,miter,decoration
award,cut,symbol,miter,silver medal
award,surface,act,miter,confer
award,artifact,communication,miter,doctor's degree
relationship,state,organization,affair,partnership
relationship,business,state,partnership,love affair
relationship,business,state,partnership,intrigue
travel,artifact,organism,surface,ferret
travel,region,act,surface,drive
travel,region,communication,surface,salute
travel,artifact,space,surface,angle
travel,region,event,surface,prowl
travel,region,collection,surface,parade
travel,artifact,act,surface,chase
travel,object,action,surface,drifting
travel,object,capital,surface,float
travel,object,action,surface,march
travel,region,event,surface,flit
decrease,food,part,ration,snip
decrease,food,artifact,ration,telescope
decrease,food,happening,ration,dwindling
decrease,food,event,ration,waning
decrease,change,shape,ration,narrowing
decrease,change,attack,ration,ebb
decrease,change,condition,ration,decline
decrease,food,information,ration,palsy
decrease,food,travel,ration,nosedive
decrease,food,happening,ration,sacrifice
decrease,food,happening,ration,damage
illness,cancer,animal,osteosarcoma,polyp
illness,cancer,action,osteosarcoma,wilt
illness,cancer,organism,osteosarcoma,lichen
illness,cancer,pathology,osteosarcoma,canker
illness,cancer,artifact,epithelioma,mosaic
illness,disease,substance,murrain,ptomaine
illness,disease,chemical,rheumatism,ptomaine
illness,disease,chemical,rheumatoid arthritis,ptomaine
illness,disease,happening,rheumatoid arthritis,collapse
illness,agent,pathology,herpes,pyorrhea
illness,agent,substance,herpes,rust
color,state,substance,purple,gamboge
color,state,material,purple,ultramarine
color,property,material,purple,henna
color,state,material,purple,ocher
color,state,organism,purple,dun
color,state,material,purple,amber
color,change,organism,purple,lavender
color,change,person,purple,blond
color,property,medicine,purple,blackwash
color,change,solid,purple,coral
color,change,fruit,purple,orange
product,work,movie,semimonthly,musical
product,book,movie,ephemeris,documentary
product,work,movie,ephemeris,telefilm
product,work,communication,ephemeris,cartoon
product,book,collection,ephemeris,compilation
product,book,act,ephemeris,work
product,book,group,encyclopedia,collection
product,book,collection,encyclopedia,florilegium
product,book,material,formulary,wicker
product,book,movie,formulary,documentary
product,book,movie,formulary,telefilm
organ,muscle,person,masseter,cunt
organ,muscle,covering,masseter,nipple
organ,muscle,person,masseter,articulator
organ,muscle,point,masseter,nucleus
organ,muscle,change,masseter,stomach
organ,muscle,object,masseter,siphon
organ,muscle,object,masseter,cupule
organ,muscle,object,masseter,ovary
organ,muscle,meat,masseter,liver
organ,muscle,object,masseter,nose
organ,muscle,message,masseter,cobblers
set,object,number,core,singleton
set,number,artifact,singleton,portfolio
set,number,communication,singleton,bracket
set,organization,change,choir,bracket
text,part,energy,title,streamer
attendant,leader,official,armiger,equerry
attendant,travel,change,squire,checker
tube,transport,device,pipe,tetrode
tube,transport,organ,pipe,siphon
tube,transport,act,pipe,drain
tube,device,pipe,magnetron,hookah
tube,device,pipe,magnetron,culvert
tube,device,pipe,magnetron,riser
tube,device,act,magnetron,drain
tube,pipe,device,sewer,triode
tube,maker,device,sewer,silencer
tube,maker,organ,sewer,siphon
tube,maker,group,sewer,airline
pasta,adult,dish,macaroni,lasagna
pasta,adult,dish,macaroni,spaghetti
pasta,person,dish,macaroni,cannelloni
pasta,solid,dish,orzo,cannelloni
pasta,solid,dish,manicotti,cannelloni
doctrine,disposition,act,animalism,environmentalism
doctrine,trait,act,animalism,mitzvah
doctrine,disposition,process,animalism,functionalism
doctrine,trait,event,animalism,predestination
doctrine,trait,event,animalism,teaching
doctrine,trait,quality,animalism,subjectivism
doctrine,disposition,process,animalism,nativism
doctrine,disposition,condition,animalism,mimesis
doctrine,group,act,ecumenism,mitzvah
doctrine,group,condition,ecumenism,materialism
doctrine,group,act,ecumenism,teaching
part,object,word,doorknob,copula
part,object,number,doorknob,remainder
part,object,word,doorknob,demonstrative pronoun
part,object,word,doorknob,intensifier
part,object,word,doorknob,vocable
part,object,event,doorknob,neologism
part,object,word,doorknob,terminology
part,object,name,doorknob,appellation
part,object,word,doorknob,trisyllable
part,object,word,doorknob,palindrome
part,object,act,doorknob,discourse
device,artifact,communication,doorstop,oxymoron
device,object,communication,doorstop,chiasmus
device,object,communication,doorstop,topicalization
device,artifact,communication,doorstop,hyperbaton
device,artifact,communication,doorstop,synecdoche
device,artifact,communication,doorstop,personification
device,object,communication,doorstop,hendiadys
device,object,communication,doorstop,asyndeton
device,artifact,communication,doorstop,prolepsis
device,object,communication,doorstop,hyperbole
device,object,communication,doorstop,epiphora
scholar,philosopher,advocate,necessitarian,humanist
scholar,philosopher,advocate,fatalist,humanist
scholar,philosopher,advocate,eclectic,humanist
scholar,philosopher,advocate,yogi,humanist
scholar,philosopher,artist,yogi,classicist
scholar,philosopher,advocate,existentialist,humanist
scholar,organism,artist,mandarin,classicist
scholar,organism,advocate,mandarin,libertarian
scholar,advocate,philosopher,humanist,empiricist
scholar,advocate,artist,humanist,classicist
scholar,philosopher,artist,pluralist,classicist
knife,change,tool,poniard,barong
knife,device,tool,poniard,letter opener
knife,weapon,tool,poniard,switchblade
knife,weapon,tool,kris,catling
knife,weapon,person,kris,parer
knife,instrument,tool,kris,scalpel
knife,device,tool,kris,switchblade
knife,instrument,tool,machete,barong
knife,weapon,tool,machete,scalpel
knife,device,tool,bayonet,bolo
knife,change,worker,bayonet,parer
principle,trait,concept,chivalry,preemption
grass,act,seed,chess,rye
grass,game,cereal,chess,rice
fire,activity,artifact,fusillade,pump
fire,attack,device,fusillade,gun
fire,attack,happening,fusillade,smoulder
fire,act,happening,fusillade,smudge
fire,object,activity,pump,cannonade
fire,object,event,pump,conflagration
fire,artifact,attack,pump,barrage
fire,object,event,pump,overshoot
fire,device,happening,pump,smoulder
fire,device,appearance,pump,smudge
fire,act,happening,cannonade,conflagration
beginning,happening,process,pollination,threshold
beginning,event,process,germination,threshold
beginning,action,process,fertilization,threshold
beginning,action,communication,fertilization,cause
beginning,act,symbol,fertilization,alpha
beginning,improvement,change,fertilization,factor
beginning,event,process,preliminary,threshold
beginning,happening,process,emergence,threshold
beginning,happening,process,onset,threshold
beginning,happening,process,menarche,threshold
beginning,event,process,opener,threshold
play,person,artifact,quarterback,exit
play,athlete,tract,quarterback,field
play,event,object,quarterback,shuttlecock
play,activity,structure,quarterback,backstop
play,object,event,exit,bet
play,object,activity,exit,snooker
play,artifact,event,exit,croquet
play,artifact,act,exit,putt
play,object,activity,exit,golf
play,artifact,event,exit,parlay
play,object,act,exit,gamble
cord,device,fabric,trawl,chenille
cord,change,fabric,tinsel,metallic
cord,plant,fabric,catgut,worsted
cord,shrub,fabric,catgut,lace
practice,communication,process,symbolism,disregard
practice,state,message,oppression,betrothal
practice,trait,artifact,cleanliness,bastinado
practice,trait,feeling,cleanliness,harassment
practice,emotion,work,harassment,calisthenics
practice,science,communication,ritualism,betrothal
practice,garment,communication,hijab,betrothal
insect,bee,wood,andrena,locust
insect,bee,change,andrena,queen
insect,beetle,alcohol,scarab,grasshopper
insect,beetle,event,scarab,butterfly
insect,representation,plant,imago,fritillary
insect,representation,fly,imago,bluebottle
insect,representation,substance,imago,tortoiseshell
insect,representation,material,imago,locust
insect,representation,travel,imago,beetle
insect,representation,action,imago,butterfly
insect,representation,gathering,imago,bee
top,food,end,pate,crown
scientist,advocate,philosopher,ritualist,naturalist
decoration,fish,process,pompon,heraldry
decoration,fish,action,pompon,trimming
decoration,fish,flag,pompon,oriflamme
decoration,organism,event,pompon,molding
decoration,animal,property,pompon,arabesque
decoration,fish,concept,pompon,centerpiece
decoration,fish,substance,pompon,ruby
decoration,change,action,freckle,trimming
decoration,change,music,freckle,motif
decoration,change,action,freckle,adornment
decoration,change,muscle,freckle,pectoral
food,dish,solid,falafel,caviar
food,dish,organism,falafel,haddock
food,dish,beverage,falafel,rickey
food,dish,meat,falafel,frank
food,dish,object,falafel,squid
food,dish,alcohol,falafel,kava
food,dish,pasta,falafel,macaroni
food,dish,meat,falafel,leg of lamb
food,dish,party,falafel,banquet
food,dish,solid,falafel,bread
food,dish,change,falafel,brew
vine,substance,grape,scammony,vinifera
vine,material,grape,scammony,muscadine
vine,substance,fruit,scammony,chickpea
vine,material,food,scammony,sarsaparilla
vine,grape,fruit,muscat,chickpea
vine,grape,food,muscat,squash
vine,seed,solid,soy,cucumber
vine,grape,fruit,vinifera,chickpea
vine,grape,payment,vinifera,tare
vine,grape,tissue,vinifera,marrow
vine,fruit,tissue,muscadine,marrow
passage,music,act,chrestomathy,fossilization
passage,communication,event,excerpt,fossilization
passage,music,action,excerpt,segue
passage,action,music,fossilization,clipping
passage,act,music,fossilization,misquotation
passage,act,communication,fossilization,quotation
passage,event,music,fossilization,epigraph
passage,act,communication,fossilization,text
passage,section,act,clipping,segue
passage,communication,act,misquotation,segue
passage,music,event,quotation,segue
group,collection,series,embolus,catena
group,collection,organization,embolus,intelligence
group,collection,machine,embolus,monotype
group,collection,organization,embolus,senior high school
group,collection,organization,embolus,monorail
group,collection,system,embolus,revisionism
group,collection,organization,embolus,instrumentality
group,collection,people,embolus,samurai
group,collection,line,embolus,row
group,collection,people,embolus,yeomanry
group,collection,person,embolus,bodyguard
disease,cancer,organism,epithelioma,chlamydia
disease,agent,hole,herpes,leak
disease,agent,doctrine,herpes,mimesis
disease,pathology,disorder,pyorrhea,pip
disease,cancer,injury,lymphoma,scorch
disease,cancer,event,lymphoma,wilt
disease,cancer,change,lymphoma,smut
disease,cancer,act,lymphoma,bunt
disease,cancer,belief,lymphoma,mimesis
disease,cancer,object,adenocarcinoma,lichen
disease,quality,organism,incompetence,chlamydia
artifact,structure,device,lazaretto,doorstop
artifact,building,chemical,lazaretto,depilatory
artifact,building,fish,lazaretto,pompon
artifact,building,hole,lazaretto,hawse
artifact,structure,fabric,lazaretto,cheesecloth
artifact,structure,container,lazaretto,armored personnel carrier
artifact,structure,device,lazaretto,monotype
artifact,structure,machine,lazaretto,bandsaw
artifact,building,decoration,lazaretto,cavetto
artifact,building,device,lazaretto,headstock
artifact,building,platform,lazaretto,flying bridge
person,action,speaker,uxoricide,inquirer
person,action,adult,uxoricide,hakim
person,killing,adult,uxoricide,dolichocephalic
person,act,worker,uxoricide,employable
person,event,athlete,uxoricide,dribbler
person,action,professional,uxoricide,extern
person,act,solid,uxoricide,macaroni
person,killing,leader,uxoricide,chief financial officer
person,event,adult,uxoricide,signor
person,event,adult,uxoricide,primigravida
person,act,advocate,uxoricide,aficionado
line,group,communication,row,contour
line,travel,communication,row,serif
line,boat,shape,row,thalweg
line,travel,communication,row,squiggle
line,group,shape,row,rim
line,travel,covering,row,beard
line,boat,condition,row,serration
line,boat,state,row,rank
line,boat,communication,row,shaft
line,communication,shape,contour,rim
line,communication,hair,contour,beard
injury,event,condition,mutilation,metrorrhagia
injury,event,state,mutilation,rectocele
injury,event,state,mutilation,hyphema
injury,happening,illness,mutilation,scorch
injury,event,state,mutilation,umbilical hernia
injury,happening,condition,mutilation,ecchymosis
injury,event,condition,mutilation,hernia
injury,happening,state,mutilation,cystocele
injury,happening,state,mutilation,eventration
injury,event,state,mutilation,wale
injury,happening,condition,mutilation,diverticulum
herb,root,cereal,taro,corn
herb,plant,food,taro,souchong
herb,object,food,taro,marjoram
herb,root,candy,taro,licorice
herb,plant,food,taro,hyson
herb,organism,food,taro,oolong
herb,root,grass,taro,zoysia
herb,root,grass,taro,spelt
herb,root,food,taro,cauliflower
herb,root,food,taro,rosemary
herb,organism,person,taro,sage
representation,worker,belief,mannequin,imitation
representation,worker,document,mannequin,bidding
representation,artifact,concept,mannequin,antitype
representation,person,picture,mannequin,grisaille
representation,worker,animal,mannequin,imago
representation,person,act,mannequin,sketch
representation,artifact,property,mannequin,overlap
representation,person,group,mannequin,tableau
